file name HJD fitMean fitMeanErr fitDepth fitDepthErr fitWidth fitWidthErr fitCont fitContErr fitResidual fitEQW fitIntegral fitIntegralErr centroid EQW halfmax FWHM LHM RHM EMAX FWEM LEM REM skewness skewErr kurtosis kurtErr
d10022 RUPsc 2459128.86571486 3926.076029 0.020788 -0.369511 0.026528 0.125859 0.006426 1.002805 0.005967 0.003220 0.118952 0.116248 0.010241 3926.071266 0.085851 0.815858 0.282468 0.536192 0.463808 0.963172 0.546085 0.485759 0.514241 0.034717 0.005082 -0.495327 0.028669
d10023 RUPsc 2459128.87808305 3926.226822 nan -110.994041 nan 8.518264 nan 111.653874 nan 1.817264 0.004393 21.225939 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d10024 RUPsc 2459128.89039795 3926.115645 0.014856 -0.418744 0.019565 0.132184 0.004989 1.018991 0.004561 0.003136 0.137028 0.136159 0.008178 3926.124733 0.093431 0.799483 0.288641 0.523707 0.476293 0.959897 0.580984 0.501260 0.498740 0.207506 0.012748 -0.198095 0.013181
d10026 RUPsc 2459128.90731998 3926.131781 0.018797 -0.377121 0.033710 0.137335 0.010834 1.038830 0.010015 0.008931 0.144563 0.124971 0.014899 3926.176257 0.087221 0.774961 0.279880 0.581794 0.418206 0.954992 0.506838 0.530467 0.469533 0.244528 0.018497 -0.030066 0.013077
d10027 BAD -9999.0 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000
d10028 RUPsc 2459128.93202967 3926.188740 0.018374 -0.422875 0.027766 0.125365 0.006425 1.004500 0.006667 0.005025 0.132638 0.132290 0.011019 3926.177416 0.098523 0.794590 0.287707 0.465882 0.534118 0.958918 0.606702 0.562047 0.437953 -0.331187 0.013261 -0.032105 0.026120
d10029 RUPsc 2459128.94441852 3926.185841 0.021434 -0.379379 0.026578 0.141558 0.007124 1.010187 0.007286 0.007105 0.138031 0.133259 0.011495 3926.205541 0.099493 0.792370 0.339516 0.490044 0.509956 0.958474 0.513723 0.513763 0.486237 0.108585 0.012143 -0.362564 0.019364
d20011 RUPsc 2459129.6419371 3926.078360 0.023581 -0.371679 0.030035 0.142309 0.009020 1.013057 0.006678 0.013081 0.143473 0.130875 0.013441 3926.087336 0.102980 0.830024 0.338238 0.544580 0.455420 0.966005 0.701706 0.419661 0.580339 0.126303 0.016859 0.147758 0.029559
d20012 RUPsc 2459129.65414382 3926.090091 0.089234 0.884685 0.377343 0.019687 0.007492 0.988945 0.019803 0.435327 0.048962 -0.044146 -0.025234 3926.043332 -0.095488 0.939863 0.359033 0.964181 0.035819 0.987973 1.778056 0.429120 0.570880 0.432817 0.009620 -0.260788 0.024711
d20013 RUPsc 2459129.6663502 3926.126623 0.022769 -0.409690 0.032353 0.152217 0.009199 1.034500 0.007973 0.006989 0.157249 0.151104 0.015026 3926.135544 0.100012 0.798246 0.305987 0.589972 0.410028 0.959649 0.735653 0.426814 0.573186 0.199607 0.017773 0.063283 0.041230
d20014 RUPsc 2459129.6785567 3926.145432 0.017518 -0.422569 0.025700 0.126955 0.005789 1.023625 0.006651 0.005057 0.133628 0.131370 0.009986 3926.156718 0.086961 0.820699 0.355040 0.595095 0.404905 0.964140 0.517254 0.475363 0.524637 0.171005 0.011866 -0.569327 0.020864
d20016 RUPsc 2459129.69849967 3926.162242 0.012805 -0.409326 0.017181 0.137448 0.005093 1.007974 0.004685 0.002272 0.146170 0.139910 0.007833 3926.180169 0.109517 0.768677 0.300788 0.551356 0.448644 0.953735 0.572252 0.506508 0.493492 0.185555 0.009344 -0.163633 0.032693
d20017 RUPsc 2459129.71070616 3926.181449 0.013591 -0.428083 0.020160 0.136927 0.005067 1.015629 0.004821 0.001775 0.144932 0.144668 0.008664 3926.172609 0.102654 0.790992 0.316481 0.492571 0.507429 0.958198 0.572144 0.429286 0.570714 -0.126646 0.024088 0.083167 0.023327
d20018 RUPsc 2459129.72291266 3926.206909 0.056676 -0.540443 0.098126 0.095366 0.013544 1.029103 0.020983 0.067406 0.107206 0.125538 0.028938 3926.295497 0.062591 0.849057 0.303911 0.801102 0.198898 0.969811 0.473188 0.644706 0.355294 0.382464 0.014877 -0.356697 0.018493
d20019 RUPsc 2459129.73511938 3926.175013 0.031741 -0.308198 0.036629 0.150909 0.014393 1.000543 0.010980 0.005210 0.137349 0.116519 0.017756 3926.201511 0.105606 0.784516 0.326447 0.515931 0.484069 0.956903 0.603215 0.465418 0.534582 0.046033 0.013615 -0.184603 0.027938
d20021 RUPsc 2459129.75371097 3926.230607 0.021159 -0.418986 0.022958 0.129373 0.002675 1.018915 0.002857 0.003970 0.141059 0.133351 0.007810 3926.219226 0.098182 0.786343 0.293582 0.458892 0.541108 0.957269 0.562855 0.540832 0.459168 0.102861 0.012103 -0.177391 0.027798
d20024 RUPsc 2459129.79033041 3926.203927 0.016655 -0.254540 0.013997 0.155137 0.006193 1.025650 0.004041 0.000899 0.097876 0.096508 0.006558 3926.185218 0.044957 0.883236 0.318189 0.403052 0.596948 0.976647 0.570821 0.491835 0.508165 -0.156112 0.017403 -0.222592 0.034504
d20026 RUPsc 2459129.81356219 3926.168231 0.013718 -0.246068 0.011459 0.155312 0.005886 0.999151 0.003274 0.000498 0.095794 0.095878 0.005756 3926.171158 0.065186 0.882268 0.393307 0.539562 0.460438 0.976454 0.669631 0.450413 0.549587 -0.022688 0.019635 -0.063120 0.037677
d20027 RUPsc 2459129.82576883 3926.360759 0.112455 0.616607 0.230943 0.038348 0.011705 0.956408 0.028799 0.068223 -0.098307 -0.061972 -0.029942 3926.373479 -0.115787 1.715642 0.187948 0.562521 0.437479 1.143128 0.187948 0.562521 0.437479 0.917769 0.006348 -0.131380 0.022363
d20028 RUPsc 2459129.83797526 3926.050974 0.017716 -0.197244 0.011813 0.183305 0.008485 0.994468 0.003591 0.000561 0.091886 0.091134 0.006898 3926.029180 0.066119 0.898110 0.438038 0.380372 0.619628 0.979622 0.918040 0.559037 0.440963 -0.297251 0.014967 0.025385 0.056918
d20029 RUPsc 2459129.85018179 3925.995323 0.020352 -0.194002 0.013237 0.201684 0.011160 0.995001 0.004488 0.000772 0.100301 0.098570 0.008659 3925.997149 0.074582 0.900192 0.421016 0.526968 0.473032 0.980038 0.889819 0.594071 0.405929 0.151223 0.017552 -0.148408 0.036725
d20031 RUPsc 2459129.86773815 3925.946735 0.017291 -0.213033 0.012847 0.183360 0.008992 0.994100 0.004011 0.000704 0.102181 0.098494 0.007656 3925.932090 0.076722 0.878456 0.386204 0.433513 0.566487 0.975691 0.866858 0.589989 0.410011 -0.080623 0.027825 0.049521 0.036941
d20032 RUPsc 2459129.87994471 3925.915310 0.016645 -0.217385 0.012814 0.185865 0.009222 1.000324 0.004064 0.000671 0.101396 0.101245 0.007801 3925.914871 0.069738 0.886844 0.397089 0.451943 0.548057 0.977369 0.863558 0.375245 0.624755 0.134833 0.017302 0.189212 0.005156
d20033 RUPsc 2459129.89215131 3925.911482 0.071312 -0.241917 0.055305 0.227316 0.044665 1.026444 0.020769 0.015787 0.147939 0.134292 0.040482 3925.924423 0.084079 0.879677 0.409894 0.564870 0.435130 0.975935 1.030808 0.364323 0.635677 0.182983 0.009831 0.013512 0.028578
d20034 RUPsc 2459129.90435769 3925.897117 0.013166 -0.250094 0.012034 0.139198 0.005853 0.992172 0.003236 0.000647 0.085471 0.087950 0.005620 3925.900644 0.060098 0.867954 0.324380 0.517121 0.482879 0.973591 0.667338 0.449977 0.550023 0.182599 0.017738 -0.162951 0.026826
d20036 RUPsc 2459129.92042646 3925.891582 0.018864 -0.222849 0.014648 0.137051 0.007133 0.945311 0.003694 0.000845 0.085301 0.080986 0.006790 3925.900818 0.095567 0.842671 0.328246 0.503679 0.496321 0.968534 0.782903 0.491900 0.508100 0.004490 0.012227 -0.252988 0.035933
d20037 RUPsc 2459129.93263283 3925.924746 0.017696 -0.280367 0.016478 0.127871 0.006411 1.003302 0.004583 0.001303 0.089696 0.089569 0.006920 3925.943310 0.056081 0.863133 0.316449 0.536052 0.463948 0.972627 0.582807 0.444155 0.555845 0.319045 0.010698 -0.161312 0.051173
d20038 RUPsc 2459129.94483972 3925.927656 0.015042 -0.290842 0.015283 0.143469 0.005973 0.997666 0.004073 0.001454 0.101887 0.104839 0.007029 3925.934510 0.072298 0.844444 0.312381 0.506279 0.493721 0.968889 0.631258 0.510396 0.489604 0.099731 0.010078 -0.270556 0.033829
d20039 RUPsc 2459129.95704625 3925.850834 nan -59.734195 nan 6.147768 nan 60.460156 nan 0.218536 -0.000328 15.225135 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d20040 RUPsc 2459129.96939146 3926.098440 nan -1.910015 nan 1.336037 nan 2.695654 nan 0.046968 0.109887 2.372908 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30009 RUPsc 2459130.64028516 3925.293895 0.989981 -0.335029 0.394814 0.479314 1.065526 1.065665 0.151179 2.149566 -0.494388 0.377721 0.950371 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30010 RUPsc 2459130.65249164 3925.922647 0.026584 -0.210113 0.017662 0.221308 0.016355 1.011933 0.005944 0.002566 0.116102 0.115183 0.012892 3925.920052 0.070463 0.899412 0.531361 0.482222 0.517778 0.979882 1.284304 0.504365 0.495635 0.173506 0.017960 0.250981 0.022024
d30011 RUPsc 2459130.66469809 3925.902032 0.027526 -0.205929 0.020157 0.192289 0.015417 0.999556 0.006161 0.002445 0.099772 0.099301 0.012564 3925.888691 0.068918 0.911388 0.520918 0.469852 0.530148 0.982278 1.055863 0.524451 0.475549 -0.166502 0.029139 0.129577 0.043793
d30012 RUPsc 2459130.67690456 3925.919326 0.022062 -0.205248 0.014400 0.197414 0.011395 0.999553 0.004599 0.001128 0.105050 0.101611 0.009232 3925.935694 0.074211 0.890714 0.422481 0.557046 0.442954 0.978143 1.048874 0.467758 0.532242 0.210154 0.026751 0.011035 0.014627
d30014 RUPsc 2459130.69785877 3925.917403 0.025158 -0.226064 0.019432 0.149140 0.009949 1.016737 0.005447 0.001414 0.082557 0.083120 0.009044 3925.942979 0.037934 0.912881 0.351570 0.617803 0.382197 0.982576 0.722481 0.455109 0.544891 0.360632 0.030928 -0.093355 0.035526
d30015 RUPsc 2459130.71256863 3925.921944 0.018782 -0.260390 0.016025 0.147113 0.007077 0.992290 0.004445 0.000978 0.099500 0.096767 0.007559 3925.920638 0.074170 0.857918 0.330759 0.503301 0.496699 0.971584 0.726659 0.427497 0.572503 0.182153 0.025547 0.186870 0.040333
d30016 RUPsc 2459130.72572549 3925.945601 0.013108 -0.278955 0.013447 0.140985 0.004886 0.995078 0.003572 0.000788 0.098924 0.099070 0.005882 3925.944453 0.071275 0.856143 0.345456 0.491871 0.508129 0.971229 0.660973 0.554688 0.445312 -0.022199 0.029134 -0.084073 0.037194
d30017 RUPsc 2459130.73928094 3925.963967 0.015034 -0.335737 0.015591 0.134952 0.004639 1.003574 0.003888 0.001007 0.107500 0.113166 0.006538 3925.964012 0.073648 0.836919 0.316856 0.502039 0.497961 0.967384 0.633497 0.488675 0.511325 0.121473 0.017568 -0.178814 0.021303
d30019 RUPsc 2459130.73928096 3925.980861 0.016897 -0.296985 0.016504 0.123108 0.005845 0.990539 0.004512 0.001222 0.095538 0.092521 0.006762 3925.978954 0.070423 0.840534 0.285508 0.529344 0.470656 0.968107 0.621344 0.472260 0.527740 -0.043066 0.008329 -0.002689 0.035883
d30020 RUPsc 2459130.76824627 3926.006516 0.013489 -0.340953 0.015755 0.127958 0.004333 0.998190 0.004066 0.000999 0.113009 0.109557 0.006276 3926.004877 0.082841 0.827543 0.269696 0.487421 0.512579 0.965509 0.559913 0.509992 0.490008 -0.037873 0.017060 0.001758 0.013980
d30021 RUPsc 2459130.78122592 3926.028077 0.011319 -0.348290 0.013587 0.135083 0.004196 1.006911 0.003692 0.000794 0.120534 0.117122 0.005840 3926.022465 0.084415 0.832222 0.287212 0.493811 0.506189 0.966444 0.571471 0.458234 0.541766 -0.064444 0.012774 -0.063514 0.057055
d30022 RUPsc 2459130.79425149 3926.059495 0.017166 -0.342331 0.017971 0.146570 0.005837 1.013796 0.004325 0.001482 0.124666 0.124060 0.008174 3926.048375 0.082962 0.830169 0.333666 0.466679 0.533321 0.966034 0.569094 0.504098 0.495902 0.103700 0.012445 -0.209911 0.015108
d30024 RUPsc 2459130.81058526 3926.076962 0.013943 -0.362685 0.015974 0.130548 0.004461 1.000941 0.003828 0.001392 0.124060 0.118571 0.006610 3926.080493 0.092116 0.823069 0.342901 0.484229 0.515771 0.964614 0.547939 0.502532 0.497468 -0.081408 0.029326 0.119271 0.016520
d30025 RUPsc 2459130.82338734 3926.100219 0.016261 -0.387318 0.020107 0.147761 0.005953 1.016992 0.004972 0.001378 0.145219 0.141059 0.009269 3926.102104 0.101461 0.810833 0.330527 0.519447 0.480553 0.962167 0.541392 0.498874 0.501126 0.131450 0.024283 0.225251 0.034501
d30026 RUPsc 2459130.83630117 3926.133003 0.015248 -0.392070 0.022171 0.139873 0.006352 1.008320 0.005570 0.002132 0.140419 0.136330 0.009887 3926.128283 0.103227 0.803655 0.334249 0.545003 0.454997 0.960731 0.654245 0.354563 0.645437 0.079988 0.022513 0.126882 0.031021
d30027 RUPsc 2459130.84899856 3926.148038 0.036727 -0.427917 0.054255 0.152257 0.015303 1.042089 0.014225 0.011726 0.158459 0.156720 0.025356 3926.146676 0.095572 0.792354 0.274329 0.476935 0.523065 0.958471 0.539892 0.561829 0.438171 0.064958 0.016156 -0.004922 0.041627
d30029 RUPsc 2459130.86505357 3926.167301 0.017131 -0.426525 0.022365 0.120756 0.004984 1.014182 0.005541 0.002060 0.129686 0.127300 0.008495 3926.148179 0.089983 0.800415 0.288143 0.435609 0.564391 0.960083 0.486966 0.518560 0.481440 -0.299418 0.013858 -0.303350 0.023917
d30030 RUPsc 2459130.87786209 3926.185165 0.014796 -0.416376 0.019143 0.129680 0.004641 1.018262 0.004796 0.001542 0.132327 0.132920 0.007744 3926.186109 0.089117 0.801980 0.329651 0.530669 0.469331 0.960396 0.481908 0.514824 0.485176 0.094904 0.012330 -0.130704 0.043073
d30031 RUPsc 2459130.8907636 3926.213839 0.062884 -0.436130 0.096025 0.140400 0.021697 1.036686 0.025648 0.020873 0.159963 0.148055 0.039826 3926.191911 0.103478 0.800504 0.323677 0.457175 0.542825 0.960101 0.647335 0.562407 0.437593 -0.013404 0.023245 0.025324 0.010309
d30032 RUPsc 2459130.90375034 3926.213069 0.015027 -0.391132 0.018695 0.123372 0.004589 1.006995 0.004500 0.001476 0.121439 0.120117 0.007275 3926.203055 0.085705 0.800152 0.317560 0.507295 0.492705 0.960030 0.523214 0.478529 0.521471 -0.048305 0.013563 -0.489464 0.022925
d30034 RUPsc 2459130.91988698 3926.046659 nan -0.877404 nan 0.679936 nan 1.636818 nan 0.223944 -0.067830 0.913602 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30035 RUPsc 2459130.93275218 3926.230183 0.017699 -0.353196 0.019387 0.147869 0.006290 1.016618 0.005777 0.002267 0.136650 0.128773 0.008942 3926.222645 0.093020 0.827541 0.328141 0.484983 0.515017 0.965508 0.584515 0.511683 0.488317 -0.174932 0.011596 0.188450 0.027073
d30036 RUPsc 2459130.9455227 3926.222632 0.016848 -0.328435 0.018657 0.145133 0.006248 1.008980 0.004852 0.001586 0.123343 0.118419 0.008440 3926.229104 0.085249 0.819811 0.325108 0.523486 0.476514 0.963962 0.597658 0.547719 0.452281 0.025539 0.018766 -0.072730 0.024904
d30037 RUPsc 2459130.95831972 3926.227937 0.013428 -0.309246 0.016063 0.143244 0.005900 0.997825 0.004358 0.001554 0.114114 0.111279 0.007377 3926.225167 0.084381 0.854693 0.359800 0.514026 0.485974 0.970939 0.675697 0.542346 0.457654 -0.055679 0.014262 -0.337734 0.032243
d30039 RUPsc 2459130.9747265 3926.233656 0.033844 -0.259810 0.027893 0.161502 0.013768 0.993032 0.006615 0.002672 0.108057 0.105915 0.014520 3926.234859 0.082746 0.859611 0.396687 0.530724 0.469276 0.971922 0.782216 0.432029 0.567971 0.190615 0.029206 -0.064489 0.024959
d30040 RUPsc 2459130.98765724 3926.578361 nan -0.463431 nan 0.430963 nan 1.288572 nan 0.700727 0.359080 0.388513 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d40043 RUPsc 2459131.63641884 3926.116871 0.028777 -0.443066 0.037022 0.132034 0.006412 0.985187 0.010611 0.014236 0.164756 0.148842 0.014385 3926.143797 0.142592 0.768414 0.326232 0.516625 0.483375 0.953683 0.747495 0.537456 0.462544 -0.032069 0.012920 -0.015848 0.014475
d40044 RUPsc 2459131.64916752 3926.167874 0.022781 -0.430868 0.031691 0.141566 0.008102 1.037032 0.007522 0.007772 0.153608 0.147436 0.013741 3926.177225 0.096654 0.791153 0.301709 0.437404 0.562596 0.958231 0.591366 0.585557 0.414443 0.093116 0.014717 -0.110303 0.023983
d40045 RUPsc 2459131.66193554 3926.187487 0.018155 -0.408182 0.025606 0.135113 0.007011 1.010024 0.006136 0.005180 0.144301 0.136871 0.011143 3926.203835 0.106261 0.806245 0.312779 0.595858 0.404142 0.961249 0.655405 0.485647 0.514353 0.272088 0.011464 -0.285041 0.016649
d40046 RUPsc 2459131.67469849 3926.212071 0.016964 -0.400110 0.026056 0.144300 0.007038 0.999773 0.006399 0.003381 0.141468 0.144756 0.011777 3926.212328 0.110305 0.793804 0.313883 0.529005 0.470995 0.958761 0.641316 0.503258 0.496742 0.073147 0.011439 -0.116787 0.005140
d40048 RUPsc 2459131.6904976 3926.221348 nan -0.396234 nan 0.137147 nan 1.013147 nan 0.002195 0.137851 0.134449 nan 3926.215480 0.097631 0.791564 0.291547 0.467425 0.532575 0.958313 0.514189 0.486607 0.513393 0.020048 0.010870 -0.287573 0.020051
d40049 RUPsc 2459131.70319743 3926.231835 0.013554 -0.392315 0.016739 0.138949 0.004590 1.014987 0.004852 0.001744 0.141189 0.134623 0.007265 3926.229978 0.099775 0.806315 0.335000 0.517933 0.482067 0.961263 0.595838 0.436378 0.563622 0.020406 0.031335 -0.098133 0.009727
d40050 RUPsc 2459131.7159495 3926.237742 0.013467 -0.355528 0.016953 0.137675 0.004502 1.001692 0.004371 0.001036 0.125669 0.122486 0.007082 3926.243193 0.093179 0.818420 0.299640 0.521468 0.478532 0.963684 0.651328 0.443632 0.556368 0.153907 0.009094 -0.020525 0.030654
d40051 RUPsc 2459131.72870678 3926.220346 0.013079 -0.335237 0.015008 0.149015 0.005273 1.010376 0.003856 0.001164 0.124954 0.123934 0.007072 3926.222291 0.085500 0.829098 0.312469 0.517699 0.482301 0.965820 0.741243 0.421126 0.578874 0.120234 0.017414 -0.018859 0.020771
d40053 RUPsc 2459131.74463203 3926.218451 0.023356 -0.260818 0.020091 0.159085 0.009416 0.983198 0.005471 0.001421 0.106355 0.105783 0.010276 3926.213512 0.089559 0.856246 0.365000 0.537372 0.462628 0.971249 0.939754 0.502464 0.497536 0.127743 0.027487 0.137775 0.036065
d40054 RUPsc 2459131.7573342 3926.216996 0.016750 -0.241166 0.013481 0.165383 0.007450 1.001281 0.003872 0.000912 0.097245 0.099848 0.007168 3926.213842 0.064760 0.868919 0.389197 0.552087 0.447913 0.973784 0.575854 0.523821 0.476179 0.159905 0.015783 0.014516 0.038035
d40055 RUPsc 2459131.77012887 3926.174065 0.018147 -0.205846 0.013086 0.168896 0.008126 0.984651 0.004056 0.000625 0.088939 0.088505 0.007056 3926.171921 0.071634 0.892660 0.411615 0.484587 0.515413 0.978532 0.912551 0.480627 0.519373 -0.045105 0.020859 -0.146246 0.027167
d40056 RUPsc 2459131.78275824 3926.134949 0.015787 -0.200036 0.010530 0.182392 0.007439 0.995856 0.003442 0.000542 0.092200 0.091835 0.006115 3926.116108 0.065037 0.900779 0.445322 0.514567 0.485433 0.980156 0.919108 0.536705 0.463295 -0.186288 0.009480 -0.004684 0.022196
d40057 RUPsc 2459131.79546537 3926.061586 0.016863 -0.191826 0.011452 0.212749 0.010974 1.003040 0.003837 0.000546 0.102483 0.101988 0.008047 3926.041108 0.067566 0.909314 0.505237 0.487345 0.512655 0.981863 0.872497 0.562372 0.437628 -0.055837 0.016000 -0.037541 0.035983
d40059 RUPsc 2459131.81149018 3925.964322 0.017975 -0.201315 0.012140 0.202068 0.009731 0.996363 0.004141 0.000651 0.100421 0.102340 0.007898 3925.963022 0.073174 0.888245 0.431821 0.430277 0.569723 0.977649 0.881390 0.526881 0.473119 0.003458 0.007631 -0.365169 0.009798
d40060 RUPsc 2459131.82512342 3925.907364 0.018346 -0.199228 0.011848 0.201160 0.009743 1.001526 0.004002 0.000701 0.099674 0.100304 0.007693 3925.902713 0.066684 0.911216 0.554127 0.531363 0.468637 0.982243 0.771414 0.446309 0.553691 0.040992 0.015155 0.070010 0.027637
d40061 RUPsc 2459131.83859125 3925.920527 0.017181 -0.203393 0.012709 0.170975 0.008290 0.993305 0.003561 0.000646 0.087059 0.087756 0.006941 3925.926978 0.062072 0.899533 0.404521 0.515990 0.484010 0.979907 0.889460 0.564942 0.435058 0.098152 0.020423 -0.177506 0.040204
d40062 RUPsc 2459131.85145885 3925.901950 0.013789 -0.212909 0.011063 0.161091 0.006639 0.989095 0.003297 0.000603 0.089008 0.086919 0.005765 3925.892707 0.067302 0.892154 0.399293 0.509345 0.490655 0.978431 0.868117 0.539354 0.460646 -0.176636 0.025565 0.031981 0.047189
d40064 RUPsc 2459131.86731123 3925.893782 0.017934 -0.227670 0.014387 0.139509 0.006968 0.991603 0.003795 0.000893 0.083349 0.080289 0.006467 3925.888424 0.058426 0.886837 0.356662 0.528301 0.471699 0.977367 0.669415 0.385065 0.614935 -0.112415 0.026723 0.110052 0.022830
d40065 RUPsc 2459131.88021763 3925.915777 0.013586 -0.269206 0.012898 0.141568 0.005352 0.995990 0.003361 0.000605 0.091049 0.095915 0.005854 3925.910309 0.062750 0.871419 0.351100 0.500433 0.499567 0.974284 0.708644 0.502513 0.497487 0.029925 0.009491 -0.184372 0.017646
d40066 RUPsc 2459131.89316784 3925.921008 0.017516 -0.283306 0.017281 0.134070 0.007068 0.957625 0.004746 0.001496 0.097763 0.099422 0.008016 3925.919483 0.095480 0.847230 0.343650 0.488514 0.511486 0.969446 0.751801 0.493766 0.506234 -0.041863 0.013861 0.056573 0.023688
d40067 RUPsc 2459131.90621044 3925.954115 0.013951 -0.295032 0.013605 0.123839 0.004891 0.992768 0.003516 0.000837 0.092948 0.092251 0.005601 3925.957313 0.066162 0.850783 0.273689 0.543760 0.456240 0.970157 0.596682 0.470584 0.529416 0.077507 0.017117 -0.392133 0.041133
